type;thematique_fr;thematique_en;title_fr;title_en;date_publication;date_mise_a_jour;lien;piece_jointe;sheet_index;row_index
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Indice des marchés actions;Stock market index;2024-10-24;2024-10-24;/fr/selection/5384896;;1;246
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Titres de dette;Debt securities;2024-10-24;2024-10-24;/fr/selection/5384894;;1;249
rapport;Taux et cours;Rates and prices;Taux directeurs;Key rates;2024-10-24;2024-10-24;/fr/selection/5385563;;1;252
rapport;Taux et cours > Taux de change;Rates and prices > Exchange rates;Parités moyenne mensuelle;Monthly average parities;2024-10-24;2024-10-24;/fr/selection/5385700;;1;255
rapport;Taux et cours > Taux de référence;Rates and prices > Reference rates;Taux d'intérêt d'avances sur titres;Interest rates on advances on securities;2024-10-24;2024-10-24;/fr/selection/5390006;;1;257
rapport;Taux et cours > Taux d'intérêt de marché;Rates and prices > Market interest rates;Taux actuariel des bons du Trésor et OAT;Actuarial rate of Treasury bonds and OATs;2024-10-24;2024-10-24;/fr/selection/5385691;;1;258
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers annuels (base 2020);Annual national financial accounts (2020 base);2024-10-18;2024-10-24;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4269058eede26bff187785db1df8c245;1;1
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes financiers trimestriels des ANF jusque T3 2017 en ESAIEA (CSV);Quarterly financial accounts of ANFs up to Q3 2017 in ESAIEA (CSV);2024-07-11;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7e98e8a05bd914b95f87eef0271e48f3;1;3
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers trimestriels (base 2014);Quarterly national financial accounts (2014 base);2024-11-06;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/933452f42f7e02b14f4d85cbbe26e16e;1;6
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers annuels (base 2000);Annual national financial accounts (base 2000);2024-07-11;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5f716346903f94369b421f70fe7936f8;1;11
archive;ACPR;ACPR;ACPR_historique_series_5390016.xlsx;ACPR_historique_series_5390016.xlsx;2024-11-26;2024-11-26;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/37bd21ec59b2ac7da250ecd0d59e901f;1;13
archive;Balance des paiements 5e manuel - Position extérieure (archive);Balance des paiements 5e manuel - Position extérieure (archive);Balance_des_paiements_5e_manuel_-_Position_exterieure.csv;Balance_des_paiements_5e_manuel_-_Position_exterieure.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/c7f5c3010ca748525f6efeb0652b1fdb;1;20
archive;Bilan des établissements de crédit et des OPC monétaires (séries arrêtées);Bilan des établissements de crédit et des OPC monétaires (séries arrêtées);Bilan_des_etablissements_de_credit_et_des_OPC_monetaires_series_arretees.csv;Bilan_des_etablissements_de_credit_et_des_OPC_monetaires_series_arretees.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/211b471bbf7eac2c9be0a9727392c157;1;22
archive;CDIS Investissements directs;CDIS Direct Investments;CDIS_historique_series_5390018.xlsx;CDIS_historique_series_5390018.xlsx;2024-12-11;2024-12-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/ee77c88c2c84824fa51c6572b091d115;1;26
archive;Comptes sur livrets (Archive);Comptes sur livrets (Archive);tmf_mens_france_fr_cpteslivret.csv;tmf_mens_france_fr_cpteslivret.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/8f0f4ef1438d8a960b6fa4c0c8f5319f;1;28
archive;Créances des établissements de crédit français vis-à-vis des ménages et assimilés des autres EMUM (Archive);Créances des établissements de crédit français vis-à-vis des ménages et assimilés des autres EMUM (Archive);tmf_trim_ifm_fr_crecmng_emum.csv;tmf_trim_ifm_fr_crecmng_emum.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f8141fc7e05e13655fe007f2a7eb3c67;1;33
archive;Créances des établissements de crédit français vis-à-vis du secteur privé des autres EMUM (Archive);Créances des établissements de crédit français vis-à-vis du secteur privé des autres EMUM (Archive);tmf_trim_ifm_fr_crecspr_emum.csv;tmf_trim_ifm_fr_crecspr_emum.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b0a46a9cd3d1875433d333c41a552ea1;1;35
archive;Créances douteuses des établissements de crédit (Archive);Créances douteuses des établissements de crédit (Archive);tmf_trim_detail_fr_creadoutec.csv;tmf_trim_detail_fr_creadoutec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/31f5584ff1e31732dba7627d58c9f1f6;1;38
archive;Créances et engagements des établissements de crédit français vis-à-vis des non-résidents (hors zone euro) (Archive);Créances et engagements des établissements de crédit français vis-à-vis des non-résidents (hors zone euro) (Archive);tmf_trim_ifm_fr_crengecfnr.csv;tmf_trim_ifm_fr_crengecfnr.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7d8b92c412d61845f698d2c66b292094;1;40
archive;Créances et engagements des IFM françaises (hors Banque de France) - Hors Union européenne (Archive);Créances et engagements des IFM françaises (hors Banque de France) - Hors Union européenne (Archive);tmf_trim_ifm_fr_crengifmhue.csv;tmf_trim_ifm_fr_crengifmhue.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a57faeeba6d0d0c493bf03a005cb579b;1;41
archive;Créances et engagements des IFM françaises (hors Banque de France) par pays de résidence des contreparties - Union européenne hors zone euro (Archive);Créances et engagements des IFM françaises (hors Banque de France) par pays de résidence des contreparties - Union européenne hors zone euro (Archive);tmf_trim_ifm_fr_crengifmhze.csv;tmf_trim_ifm_fr_crengifmhze.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5ff37d7abadf6f88b924dd171479c7bb;1;42
archive;Crédits (Archive);Crédits (Archive);tmf_mens_france_fr_creditresec.csv;tmf_mens_france_fr_creditresec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/c8887b896f5ac196a01e9f995c7c193e;1;47
archive;Crédits aux administrations publiques;Crédits aux administrations publiques;Credits_aux_administrations_publiques.xml;Credits_aux_administrations_publiques.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a2bb6e3c51a517b70caa100f4565e95d;1;51
archive;Crédits aux sociétés financières;Crédits aux sociétés financières;Credits_aux_societes_financieres.xml;Credits_aux_societes_financieres.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/bebde048fd36335e641c3f39973d0064;1;55
archive;Crédits aux sociétés non financières (archive);Crédits aux sociétés non financières (archive);Credits_aux_societes_non_financieres_archive.xml;Credits_aux_societes_non_financieres_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/6c80ee1312ae12fe4b05b52dc2ca7ce8;1;57
archive;"Dépôts à terme &gt; 2 ans (Archive)";"Dépôts à terme &gt; 2 ans (Archive)";tmf_mens_france_fr_depotermsup2.csv;tmf_mens_france_fr_depotermsup2.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/d29b3550bd97390c121745169f810dc5;1;62
archive;"Dépôts à terme &le; 2 ans (Archive)";"Dépôts à terme &le; 2 ans (Archive)";tmf_mens_france_fr_depoterminf2.csv;tmf_mens_france_fr_depoterminf2.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/0c05aca30f52b2509e252404ee9ae565;1;63
archive;Dépôts bancaires de la clientèle résidente auprès des établissements de crédit français  total par agents (Archive);Dépôts bancaires de la clientèle résidente auprès des établissements de crédit français  total par agents (Archive);tmf_trim_detail_fr_depotbancec.csv;tmf_trim_detail_fr_depotbancec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/3dbfc762535512dd8cb61108afae6932;1;66
archive;Dépôts des ménages;Dépôts des ménages;Depots_des_menages.csv;Depots_des_menages.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b63517fd2024031e7773e7c4e9990bb9;1;72
archive;Dépôts des non-IFM auprès des IFM françaises (hors Banque de France) par zones de résidence des contreparties et par devises (Archive);Dépôts des non-IFM auprès des IFM françaises (hors Banque de France) par zones de résidence des contreparties et par devises (Archive);tmf_trim_ifm_fr_dptnifm.csv;tmf_trim_ifm_fr_dptnifm.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4ce008b5744288be5548063b4b08e860;1;74
archive;Dépôts des SNF (archive);Dépôts des SNF (archive);Depots_des_SNF_archive.csv;Depots_des_SNF_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f7c3ff5b81f11824cd7791b648f1259b;1;77
archive;Dépôts des sociétés financières;Dépôts des sociétés financières;Depots_des_societes_financieres.csv;Depots_des_societes_financieres.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4b9df86f451982a76c07f816c31c6850;1;79
archive;Dépôts des sociétés financières;Dépôts des sociétés financières;Depots_des_societes_financieres.xml;Depots_des_societes_financieres.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/73a21fbd005a5e2394e751f1fbbd8c24;1;80
archive;Endettement des sociétés non financières (archive);Endettement des sociétés non financières (archive);Endettement_des_societes_non_financieres_archive.csv;Endettement_des_societes_non_financieres_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5e55e3500a7103f419962656021d795a;1;89
archive;Endettement des sociétés non financières (archive);Endettement des sociétés non financières (archive);Endettement_des_societes_non_financieres_archive.xml;Endettement_des_societes_non_financieres_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7f243c446f5960d222cf477f34397296;1;90
archive;Engagements monétaires des IFM (Archive);Engagements monétaires des IFM (Archive);tmf_mens_zeuro_fr_monnaicre1.csv;tmf_mens_zeuro_fr_monnaicre1.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b3cfa8410b3ccef78cae4003e2b83a1c;1;91
archive;Livrets soumis à l'impôt  total par agents (Archive);Livrets soumis à l'impôt  total par agents (Archive);tmf_trim_detail_fr_livretimpec.csv;tmf_trim_detail_fr_livretimpec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5812344c364da85c03eb690b939944ad;1;101
archive;Nombre de défaillances (archive);Nombre de défaillances (archive);Nombre_de_defaillances_archive.csv;Nombre_de_defaillances_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5dd184052f147a47f6e84fea69a3cd7e;1;102
archive;OPCVM monétaires - Ventilation de l'actif net (Archive);OPCVM monétaires - Ventilation de l'actif net (Archive);tmf_trim_ifm_fr_venactopcvm.csv;tmf_trim_ifm_fr_venactopcvm.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/84008b9fba631419b13932c1a3b0007f;1;104
archive;Placements à vue de la clientèle résidente auprès des établissements de crédit  total par agents (Archive);Placements à vue de la clientèle résidente auprès des établissements de crédit  total par agents (Archive);tmf_trim_detail_fr_pavec.csv;tmf_trim_detail_fr_pavec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/65bb51c92da7d6a67702e7b3461e5ce3;1;111
archive;Placements des IFM françaises (hors Banque de France) en titres autres que des actions émis par zones de résidence des contreparties et par devises (Archive);Placements des IFM françaises (hors Banque de France) en titres autres que des actions émis par zones de résidence des contreparties et par devises (Archive);tmf_trim_ifm_fr_plaifmtiaact.csv;tmf_trim_ifm_fr_plaifmtiaact.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/1b6bb163c4eca3e18b3e21b06a3ccb9c;1;112
archive;Poids des défaillances (archive);Poids des défaillances (archive);Poids_des_defaillances_archive.csv;Poids_des_defaillances_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/bcb9f4625c4241918422a1d9a72beb20;1;114
archive;Poids des défaillances (archive);Poids des défaillances (archive);Poids_des_defaillances_archive.xml;Poids_des_defaillances_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/54a8071dd85a4e24318c211cbdd8552f;1;115
archive;Taux de rémunération annuelle (archive);Taux de rémunération annuelle (archive);Taux_de_remuneration_annuelle_archive.xml;Taux_de_remuneration_annuelle_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/0fab416317e051ac5cdfa0526599d534;1;125
archive;Taux des interventions sur appels d'offres -1973 à 1998;Taux des interventions sur appels d'offres -1973 à 1998;Taux_directeurs.pdf;Taux_directeurs.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/11fa247a1e21ea6304902c9a54cd1ada;1;126
archive;Taux d'intérêt annuel des découverts (archive);Taux d'intérêt annuel des découverts (archive);Taux_d_interet_annuel_des_decouverts_archive.csv;Taux_d_interet_annuel_des_decouverts_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/d3a4a46a48052479124fe58df9189ff8;1;128
archive;Taux directeurs historique quotidien -1989 à 1998;Taux directeurs historique quotidien -1989 à 1998;Taux_directeurs_de_la_Banque_de_france_de_1989_à_1998.pdf;Taux_directeurs_de_la_Banque_de_france_de_1989_à_1998.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/d0611256b5a111730c91f5b7a13e354e;1;134
archive;Taux du marché monétaire (Archive);Taux du marché monétaire (Archive);tmf_mens_zeuro_fr_tauxmarmonet.csv;tmf_mens_zeuro_fr_tauxmarmonet.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a79aa92c126fddffcf428d6bc253f412;1;135
archive;Taux historique du Franc CPF;Taux historique du Franc CPF;Franc_CFP.pdf;Franc_CFP.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/6dfeceb9b6d82cddaffba3ad8206ee81;1;137
archive;Taux historique du Franc des Comores;Taux historique du Franc des Comores;Franc_des_Comores.pdf;Franc_des_Comores.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/468185531b0d252e3411285e7c3b155e;1;138
archive;Taux indicatifs et OAT (Archive);Taux indicatifs et OAT (Archive);Taux_indicatifs_et_OAT_Archive.csv;Taux_indicatifs_et_OAT_Archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4e770b83435c5b1b5477e89b35f5c002;1;139
archive;Taux marchés monétaires historique PIBOR;Taux marchés monétaires historique PIBOR;Pibor.pdf;Pibor.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/2f3dd4617b84ad6669c1953c2e666135;1;146
archive;Taux moyen de réglement des obligations des sociétés privées;Taux moyen de réglement des obligations des sociétés privées;Taux_moyen_reglement_obligations_societes_privees.pdf;Taux_moyen_reglement_obligations_societes_privees.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/2cb2845b1207b86d8a9621e550994063;1;147
rapport;Le tableau de la balance des paiements;The Balance of Payments Table;Séries de la balance des paiements de la France;Series of France's balance of payments;2024-08-13;2024-10-25;/fr/selection/?basket=5384322;;1;152
rapport;Balance des paiements > Balance des paiements et position extérieure;Balance of payments > Balance of payments and external position;Rapport annuel de la Balance des Paiements;Annual report on the balance of payments;2024-10-24;2024-10-24;/fr/selection/5390009;;1;158
rapport;Balance des paiements > Balance des paiements et position extérieure;Balance of payments > Balance of payments and external position;Stat info Balance des paiements de la France;Stat info France's balance of payments;2024-10-24;2024-10-24;/fr/selection/5384322;;1;160
rapport;Chiffres-clefs > Enquêtes de conjoncture > Industrie, Services et Bâtiment;Key figures > Business surveys > Industry, Services and Construction;Enquête mensuelle de conjoncture Industrie, Services et Bâtiment;Monthly economic survey Industry, Services and Construction;2024-10-24;2024-10-24;/fr/selection/5384341;;1;171
rapport;Crédit > Coût du crédit > Usure;Credit > Cost of credit > Usury;Rapport de l'usure;Report of usury;2024-10-24;2024-10-24;/fr/selection/5384733;;1;174
rapport;Crédit > Coût du crédit > Usure;Credit > Cost of credit > Usury;Taux de l'usure;Usury rate;2024-10-24;2024-10-24;/fr/selection/5385584;;1;175
rapport;Crédit > Crédit;Credit > Credit > Regions;Enquête trimestrielle auprès des banques sur la distribution du crédit en France;Quarterly survey of banks on the distribution of credit in France;2024-10-24;2024-10-24;/fr/selection/5384438;;1;177
rapport;Crédit > Crédit;Credit > Credit;Stat info Crédits à la consommation;Stat info Consumer credit;2024-10-24;2024-10-24;/fr/selection/5384673;;1;179
rapport;Crédit > Crédit;Credit > Credit;Stat info Crédits aux sociétés non financières;Stat info Credits to non-public companies financial;2024-10-24;2024-10-24;/fr/selection/5384671;;1;181
rapport;Crédit > Crédit;Credit > Credit;Stat info Enquête mensuelle auprès des banques sur la distribution du crédit;Stat info Monthly survey of banks on the distribution of credit;2024-10-24;2024-10-24;/fr/selection/5384450;;1;183
rapport;Crédit > Crédit;Credit > Credit;Stat info Le financement des PME en France;Stat info Financing of SMEs in France;2024-10-24;2024-10-24;/fr/selection/5384417;;1;185
rapport;Crédit > Crédit;Credit > Credit;Stat info Les crédits aux entreprises (encours);Stat info Business credit (outstanding);2024-10-24;2024-10-24;/fr/selection/5384354;;1;186
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Bourgogne-Franche-Comté;Bourgogne-Franche-Comté;2024-10-24;2024-10-24;/fr/selection/5385805;;1;189
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Bretagne;Bretagne;2024-10-24;2024-10-24;/fr/selection/5385806;;1;190
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Centre - Val de Loire;Centre - Val de Loire;2024-10-24;2024-10-24;/fr/selection/5385807;;1;191
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Hauts-de-France;Hauts-de-France;2024-10-24;2024-10-24;/fr/selection/5385809;;1;194
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Ile-de-France;Ile-de-France;2024-10-24;2024-10-24;/fr/selection/5385803;;1;195
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Normandie;Normandy;2024-10-24;2024-10-24;/fr/selection/5385811;;1;196
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Nouvelle-Aquitaine;Nouvelle-Aquitaine;2024-10-24;2024-10-24;/fr/selection/5385812;;1;197
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Occitanie;Occitanie;2024-10-24;2024-10-24;/fr/selection/5385813;;1;198
rapport;Crédit > Endettement et titres;Credit > Debt and securities;Stat info Financement des sociétés non financières;Stat info Financing of non-financial companies;2024-10-24;2024-10-24;/fr/selection/5384348;;1;204
rapport;Entreprises;Companies;Crédits déclarés aux entreprises;Credits declared to companies;2024-10-24;2024-10-24;/fr/selection/5390012;;1;207
rapport;Entreprises > Défaillances (détail);Companies > Failures (detail);Défaillances d'entreprises;Company insolvencies;2024-10-24;2024-10-24;/fr/selection/5390013;;1;209
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Centre val de loire;Centre Val de Loire region;2024-10-24;2024-10-24;/fr/selection/5385821;;1;216
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;région PACA;PACA Region;2024-10-24;2024-10-24;/fr/selection/5385829;;1;224
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Pays de la loire;Pays de la Loire Region;2024-10-24;2024-10-24;/fr/selection/5385830;;1;225
rapport;Epargne > Epargne dans les banques > Titres de créance négociable;Savings > Savings in banks > Negotiable debt securities;Comptes distributionnels du patrimoine des ménages;Distributional accounts of household wealth;2024-10-24;2024-10-24;/fr/selection/5385849;;1;227
rapport;Monnaie > Statistiques monétaires > Zone euro;Currency > Monetary statistics > Eurozone;Bilan des institutions financières et monétaires de la zone euro (hors Eurosystème);Balance sheet of financial and monetary institutions in the euro area (excluding the Eurosystem);2024-10-24;2024-10-24;/fr/selection/5385725;;1;234
rapport;SDDS Plus > Indicateurs externes;SDDS Plus > External indicators;Balance des paiements;Balance of payments;2024-10-24;2024-10-24;/fr/selection/5384898;;1;236
rapport;SDDS Plus > Indicateurs externes;SDDS Plus > External indicators;Dette extérieure brute;Gross external debt;2024-10-24;2024-10-24;/fr/selection/5384901;;1;237
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Comptes des autres sociétés financières;Accounts of other financial corporations;2024-10-24;2024-10-24;/fr/selection/5384892;;1;242
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Comptes des IFM;MFI accounts;2024-10-24;2024-10-24;/fr/selection/5384890;;1;243
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Indicateurs de solidité financière;Financial soundness indicators;2024-10-24;2024-10-24;/fr/selection/5384893;;1;245
rapport;SDDS Plus > Secteur réel;SDDS Plus > Real sector;Comptes financiers de secteurs;Sector financial accounts;2024-10-24;2024-10-24;/fr/selection/5384888;;1;250
rapport;Taux et cours;Rates and prices;Taux interbancaires de la Zone euro;Eurozone interbank rates;2024-10-24;2024-10-24;/fr/selection/5385564;;1;253
rapport;Taux et cours > Taux de change;Rates and prices > Exchange rates;Parités fin de mois;End of month parities;2024-10-24;2024-10-24;/fr/selection/5385699;;1;254
rapport;Taux et cours > Taux d'intérêt de marché > Indices obligataires;Rates and prices > Market interest rates > Bond indices;Indices obligataires CNO - TEC-n;CNO - TEC-n bond indices;2024-10-24;2024-10-24;/fr/selection/5385693;;1;261
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers trimestriels (base 2020);Quarterly national financial accounts (2020 base);2024-10-18;2024-10-24;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/130504bf99035400fb0a61ef7ffc6cf2;1;2
